Name,Species,Gender,Personality,Hobby,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,name,birthday_month,birthday_day,sign,nh_details.quote,nh_details.image_url,nh_details.photo_url,nh_details.icon_url,nh_details.sub-personality,nh_details.house_interior_url,nh_details.house_exterior_url
Cyrano,Anteater,Male,Cranky,Education,ah-CHOO,K.K. Lament,Cool,Active,Yellow,Beige,shoji screen,tatami,Cyrano,March,9,Pisces,Don't punch your nose to spite your face.,https://dodo.ac/np/images/4/48/Cyrano_NH.png,https://dodo.ac/np/images/6/68/Cyrano%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b4/Cyrano_NH_Villager_Icon.png,B,https://dodo.ac/np/images/f/f5/House_of_Cyrano_NH.jpg,https://dodo.ac/np/images/2/25/House_of_Cyrano_NH_Model.png
Daisy,Dog,Female,Normal,Education,bow-WOW,Forest Life,Simple,Cute,Colorful,Blue,blue blossoming wall,simple white flooring,Daisy,November,16,Scorpio,It's not always a dog-eat-dog world.,https://dodo.ac/np/images/9/96/Daisy_NH.png,https://dodo.ac/np/images/6/6c/Daisy%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/4a/Daisy_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/71/House_of_Daisy_NH.jpg,https://dodo.ac/np/images/8/83/House_of_Daisy_NH_Model.png
Deena,Duck,Female,Normal,Education,woowoo,Mr. K.K.,Simple,Cute,Colorful,Blue,perforated-board wall,natural-block flooring,Deena,June,27,Cancer,Duck...duck...GOOSE!,https://dodo.ac/np/images/b/b8/Deena_NH.png,https://dodo.ac/np/images/1/1b/Deena%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b9/Deena_NH_Villager_Icon.png,B,https://dodo.ac/np/images/6/66/House_of_Deena_NH.jpg,https://dodo.ac/np/images/0/05/House_of_Deena_NH_Model.png
Deirdre,Deer,Female,Big Sister,Play,whatevs,K.K. Bossa,Simple,Simple,Orange,Orange,autumn wall,colored-leaves flooring,Deirdre,May,4,Taurus,"Legs of an antelope, heart of an eagle.",https://dodo.ac/np/images/3/3c/Deirdre_NH.png,https://dodo.ac/np/images/0/0f/Deirdre%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/3/3a/Deirdre_NH_Villager_Icon.png,A,https://dodo.ac/np/images/e/e6/House_of_Deirdre_NH.jpg,https://dodo.ac/np/images/3/3d/House_of_Deirdre_NH_Model.png
Del,Alligator,Male,Cranky,Fitness,gronk,Pondering,Cool,Simple,Blue,White,industrial wall,ship deck,Del,May,27,Gemini,The hero is brave in deeds as well as words.,https://dodo.ac/np/images/4/46/Del_NH.png,https://dodo.ac/np/images/7/7d/Del%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/8b/Del_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/ba/House_of_Del_NH.png,https://dodo.ac/np/images/4/4c/House_of_Del_NH_Model.png
Deli,Monkey,Male,Lazy,Nature,monch,K.K. Étude,Gorgeous,Elegant,Purple,Brown,blue simple-cloth wall,simple blue flooring,Deli,May,24,Gemini,"Righty tighty, lefty loosey.",https://dodo.ac/np/images/3/30/Deli_NH.png,https://dodo.ac/np/images/9/9f/Deli%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/da/Deli_NH_Villager_Icon.png,A,https://dodo.ac/np/images/b/b0/House_of_Deli_NH.jpg,https://dodo.ac/np/images/7/74/House_of_Deli_NH_Model.png
Derwin,Duck,Male,Lazy,Play,derrrr,K.K. Stroll,Simple,Elegant,Yellow,Beige,backyard-fence wall,backyard lawn,Derwin,May,25,Gemini,Everything in moderation. Except for snacks.,https://dodo.ac/np/images/9/98/Derwin_NH.png,https://dodo.ac/np/images/1/12/Derwin%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/62/Derwin_NH_Villager_Icon.png,B,https://dodo.ac/np/images/6/66/House_of_Derwin_NH.jpg,https://dodo.ac/np/images/f/ff/House_of_Derwin_NH_Model.png
Diana,Deer,Female,Snooty,Education,no doy,Farewell,Elegant,Gorgeous,Purple,Pink,white botanical-tile wall,stone tile,Diana,January,4,Capricorn,Sometimes you have to lose to win.,https://dodo.ac/np/images/1/1f/Diana_NH.png,https://dodo.ac/np/images/5/56/Diana%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c3/Diana_NH_Villager_Icon.png,A,https://dodo.ac/np/images/3/32/House_of_Diana_NH.jpg,https://dodo.ac/np/images/7/71/House_of_Diana_NH_Model.png
Diva,Frog,Female,Big Sister,Fitness,ya know,K.K. Oasis,Gorgeous,Elegant,Purple,Light blue,ancient wall,rocky-mountain flooring,Diva,October,2,Libra,Eyes are the windows to the soul.,https://dodo.ac/np/images/4/44/Diva_NH.png,https://dodo.ac/np/images/1/12/Diva%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/5b/Diva_NH_Villager_Icon.png,A,https://dodo.ac/np/images/4/4e/House_of_Diva_NH.jpg,https://dodo.ac/np/images/5/55/House_of_Diva_NH_Model.png
Dizzy,Elephant,Male,Lazy,Play,woo-oo,Two Days Ago,Simple,Simple,Yellow,Blue,yellow playroom wall,backyard lawn,Dizzy,July,14,Cancer,Keep it mellow.,https://dodo.ac/np/images/6/63/Dizzy_NH.png,https://dodo.ac/np/images/b/bc/Dizzy%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/77/Dizzy_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/49/House_of_Dizzy_NH.jpg,https://dodo.ac/np/images/6/64/House_of_Dizzy_NH_Model.png
Dobie,Wolf,Male,Cranky,Nature,ohmmm,Agent K.K.,Simple,Cool,Brown,Beige,classic-library wall,dark herringbone flooring,Dobie,February,17,Aquarius,Old longings never truly fade.,https://dodo.ac/np/images/7/76/Dobie_NH.png,https://dodo.ac/np/images/b/b8/Dobie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/ab/Dobie_NH_Villager_Icon.png,A,https://dodo.ac/np/images/3/34/House_of_Dobie_NH.jpg,https://dodo.ac/np/images/3/3a/House_of_Dobie_NH_Model.png
Doc,Rabbit,Male,Lazy,Education,old bunny,Pondering,Simple,Elegant,Gray,Beige,classic-library wall,dark-block flooring,Doc,March,16,Pisces,One cannot live on carrots alone.,https://dodo.ac/np/images/c/cd/Doc_NH.png,https://dodo.ac/np/images/1/1c/Doc%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/6b/Doc_NH_Villager_Icon.png,B,https://dodo.ac/np/images/d/d4/House_of_Doc_NH.jpg,https://dodo.ac/np/images/8/80/House_of_Doc_NH_Model.png
Dom,Sheep,Male,Jock,Play,indeedaroo,K.K. Country,Active,Cute,Red,Colorful,backyard-fence wall,backyard lawn,Dom,March,18,Pisces,Be true to your most shiny self.,https://dodo.ac/np/images/7/75/Dom_NH.png,https://dodo.ac/np/images/2/2c/Dom%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/e1/Dom_NH_Villager_Icon.png,A,https://dodo.ac/np/images/5/5f/House_of_Dom_NH.png,https://dodo.ac/np/images/a/a1/House_of_Dom_NH_Model.png
Dora,Mouse,Female,Normal,Education,squeaky,K.K. Faire,Simple,Elegant,Blue,Light blue,dojo wall,floral rush-mat flooring,Dora,February,18,Aquarius,The squeaky wheel gets the cheese.,https://dodo.ac/np/images/d/de/Dora_NH.png,https://dodo.ac/np/images/2/20/Dora%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/7f/Dora_NH_Villager_Icon.png,B,https://dodo.ac/np/images/2/25/House_of_Dora_NH.jpg,https://dodo.ac/np/images/9/98/House_of_Dora_NH_Model.png
Dotty,Rabbit,Female,Peppy,Fashion,wee one,Drivin',Simple,Cute,Blue,Black,green intricate wall,pine-board flooring,Dotty,March,14,Pisces,It's always a good hare day.,https://dodo.ac/np/images/c/cc/Dotty_NH.png,https://dodo.ac/np/images/0/09/Dotty%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c7/Dotty_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/89/House_of_Dotty_NH.png,https://dodo.ac/np/images/3/32/House_of_Dotty_NH_Model.png
Drago,Alligator,Male,Lazy,Nature,burrrn,Imperial K.K.,Elegant,Gorgeous,Orange,Red,imperial wall,imperial tile,Drago,February,12,Aquarius,There is no room for two dragons in one pond.,https://dodo.ac/np/images/f/f9/Drago_NH.png,https://dodo.ac/np/images/c/c0/Drago%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/bd/Drago_NH_Villager_Icon.png,A,https://dodo.ac/np/images/9/9c/House_of_Drago_NH.png,https://dodo.ac/np/images/7/71/House_of_Drago_NH_Model.png
Drake,Duck,Male,Lazy,Play,quacko,K.K. Blues,Cool,Simple,Brown,Red,cabin wall,common flooring,Drake,June,25,Cancer,...Quack.,https://dodo.ac/np/images/e/e0/Drake_NH.png,https://dodo.ac/np/images/d/da/Drake%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/be/Drake_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/5f/House_of_Drake_NH.png,https://dodo.ac/np/images/6/64/House_of_Drake_NH_Model.png
Drift,Frog,Male,Jock,Fitness,dribbit,K.K. Metal,Simple,Active,Orange,Red,gray shanty wall,skull-print flooring,Drift,October,9,Libra,Always go for the gold!,https://dodo.ac/np/images/a/ac/Drift_NH.png,https://dodo.ac/np/images/9/92/Drift%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a7/Drift_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/5f/House_of_Drift_NH.jpg,https://dodo.ac/np/images/1/17/House_of_Drift_NH_Model.png
Ed,Horse,Male,Smug,Nature,greenhorn,K.K. Ballad,Gorgeous,Elegant,Black,Gray,blue delicate-blooms wall,rosewood flooring,Ed,September,16,Virgo,Beauty is pretty!,https://dodo.ac/np/images/c/c9/Ed_NH.png,https://dodo.ac/np/images/3/3f/Ed%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/4e/Ed_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/ba/House_of_Ed_NH.jpg,https://dodo.ac/np/images/c/c3/House_of_Ed_NH_Model.png
Egbert,Chicken,Male,Lazy,Play,doodle-duh,Lucky K.K.,Simple,Simple,Beige,Brown,cabin wall,wooden-knot flooring,Egbert,October,14,Libra,You gotta break a few eggs to make an omelet.,https://dodo.ac/np/images/3/3f/Egbert_NH.png,https://dodo.ac/np/images/d/da/Egbert%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c3/Egbert_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/bd/House_of_Egbert_NH.png,https://dodo.ac/np/images/5/5e/House_of_Egbert_NH_Model.png
Elise,Monkey,Female,Snooty,Fashion,puh-lease,K.K. Bossa,Elegant,Gorgeous,Purple,Red,abstract wall,simple purple flooring,Elise,March,21,Aries,"Do as I say, not as I do.",https://dodo.ac/np/images/0/0c/Elise_NH.png,https://dodo.ac/np/images/2/27/Elise%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/28/Elise_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/7a/House_of_Elise_NH.jpg,https://dodo.ac/np/images/e/ef/House_of_Elise_NH_Model.png
Ellie,Elephant,Female,Normal,Nature,li'l one,K.K. Ballad,Simple,Cute,Gray,Pink,beige art-deco wall,rose flooring,Ellie,May,12,Taurus,You need the sour to highlight the sweet.,https://dodo.ac/np/images/3/38/Ellie_NH.png,https://dodo.ac/np/images/3/37/Ellie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b3/Ellie_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7c/House_of_Ellie_NH.jpg,https://dodo.ac/np/images/0/00/House_of_Ellie_NH_Model.png
Elmer,Horse,Male,Lazy,Play,tenderfoot,K.K. Country,Simple,Cool,Blue,White,backyard-fence wall,backyard lawn,Elmer,October,5,Libra,"The horse doesn't pull the cart, the oats do.",https://dodo.ac/np/images/6/60/Elmer_NH.png,https://dodo.ac/np/images/0/05/Elmer%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b1/Elmer_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/87/House_of_Elmer_NH.jpg,https://dodo.ac/np/images/c/ca/House_of_Elmer_NH_Model.png
Eloise,Elephant,Female,Snooty,Fashion,tooooot,K.K. Soul,Elegant,Simple,Green,Orange,yellow intricate wall,brown floral flooring,Eloise,December,8,Sagittarius,An elephant never forgets.,https://dodo.ac/np/images/b/b1/Eloise_NH.png,https://dodo.ac/np/images/2/2f/Eloise%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/bb/Eloise_NH_Villager_Icon.png,B,https://dodo.ac/np/images/1/1c/House_of_Eloise_NH.jpg,https://dodo.ac/np/images/1/19/House_of_Eloise_NH_Model.png
Elvis,Lion,Male,Cranky,Education,unh-hunh,K.K. Casbah,Gorgeous,Elegant,Red,Black,palace wall,palace tile,Elvis,July,23,Leo,Better a live coward than a forgotten hero.,https://dodo.ac/np/images/c/cc/Elvis_NH.png,https://dodo.ac/np/images/1/17/Elvis%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/2a/Elvis_NH_Villager_Icon.png,B,https://dodo.ac/np/images/a/a7/House_of_Elvis_NH.jpg,https://dodo.ac/np/images/8/8b/House_of_Elvis_NH_Model.png
Erik,Deer,Male,Lazy,Nature,chow down,Drivin',Simple,Simple,Beige,Red,ski-slope wall,ski-slope flooring,Erik,July,27,Leo,"If you're afraid of wolves, don't go to the woods.",https://dodo.ac/np/images/8/88/Erik_NH.png,https://dodo.ac/np/images/8/86/Erik%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b7/Erik_NH_Villager_Icon.png,A,https://dodo.ac/np/images/c/c2/House_of_Erik_NH.jpg,https://dodo.ac/np/images/0/0c/House_of_Erik_NH_Model.png
Eugene,Koala,Male,Smug,Music,yeah buddy,Agent K.K.,Cool,Gorgeous,Black,Gray,office wall,monochromatic tile flooring,Eugene,October,26,Scorpio,Imitation is the sincerest form of flattery.,https://dodo.ac/np/images/a/ab/Eugene_NH.png,https://dodo.ac/np/images/d/d4/Eugene%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/02/Eugene_NH_Villager_Icon.png,A,https://dodo.ac/np/images/c/ca/House_of_Eugene_NH.jpg,https://dodo.ac/np/images/3/34/House_of_Eugene_NH_Model.png
Eunice,Sheep,Female,Normal,Fashion,lambchop,K.K. Disco,Simple,Elegant,Beige,Orange,blue tile wall,blue rubber flooring,Eunice,April,3,Aries,There is a point to every encounter.,https://dodo.ac/np/images/9/97/Eunice_NH.png,https://dodo.ac/np/images/a/aa/Eunice%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/55/Eunice_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/b3/House_of_Eunice_NH.jpg,https://dodo.ac/np/images/7/7c/House_of_Eunice_NH_Model.png
Fang,Wolf,Male,Cranky,Education,cha-chomp,K.K. Steppe,Simple,Cool,White,Light blue,arched-window wall,brown honeycomb tile,Fang,December,18,Sagittarius,"You mess with the wolf, you get the fangs.",https://dodo.ac/np/images/9/9d/Fang_NH.png,https://dodo.ac/np/images/d/d9/Fang%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/75/Fang_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/4f/House_of_Fang_NH.jpg,https://dodo.ac/np/images/a/a1/House_of_Fang_NH_Model.png
Fauna,Deer,Female,Normal,Nature,dearie,K.K. Stroll,Simple,Cute,Beige,White,red-brick wall,mint dot flooring,Fauna,March,26,Aries,The first step is always the hardest.,https://dodo.ac/np/images/9/91/Fauna_NH.png,https://dodo.ac/np/images/c/c1/Fauna%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/29/Fauna_NH_Villager_Icon.png,A,https://dodo.ac/np/images/6/6d/House_of_Fauna_NH.jpg,https://dodo.ac/np/images/8/8d/House_of_Fauna_NH_Model.png
Felicity,Cat,Female,Peppy,Fashion,mimimi,K.K. Stroll,Cute,Cute,Yellow,Orange,backyard-fence wall,daisy meadow,Felicity,March,30,Aries,Love has no bounds.,https://dodo.ac/np/images/c/c7/Felicity_NH.png,https://dodo.ac/np/images/7/78/Felicity%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f3/Felicity_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/4d/House_of_Felicity_NH.jpg,https://dodo.ac/np/images/5/5b/House_of_Felicity_NH_Model.png
Filbert,Squirrel,Male,Lazy,Nature,bucko,Stale Cupcakes,Simple,Cute,Blue,White,starry-sky wall,blue dot flooring,Filbert,June,3,Gemini,Don't go nuts or anything.,https://dodo.ac/np/images/8/81/Filbert_NH.png,https://dodo.ac/np/images/8/8d/Filbert%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/70/Filbert_NH_Villager_Icon.png,A,https://dodo.ac/np/images/e/e8/House_of_Filbert_NH.png,https://dodo.ac/np/images/1/1a/House_of_Filbert_NH_Model.png
Flip,Monkey,Male,Jock,Music,rerack,K.K. Rally,Active,Simple,Blue,Yellow,cherry-blossom-trees wall,gravel flooring,Flip,November,21,Scorpio,"See no donut, hear no donut, speak no donut.",https://dodo.ac/np/images/c/c3/Flip_NH.png,https://dodo.ac/np/images/0/03/Flip%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f3/Flip_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7b/House_of_Flip_NH.jpg,https://dodo.ac/np/images/3/3f/House_of_Flip_NH_Model.png
Flo,Penguin,Female,Big Sister,Music,cha,Space K.K.,Cool,Gorgeous,Red,Purple,ice wall,ice flooring,Flo,September,2,Virgo,Always keep a straight face.,https://dodo.ac/np/images/b/bb/Flo_NH.png,https://dodo.ac/np/images/8/87/Flo%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/3/37/Flo_NH_Villager_Icon.png,A,https://dodo.ac/np/images/5/55/House_of_Flo_NH.jpg,https://dodo.ac/np/images/2/26/House_of_Flo_NH_Model.png
Flora,Ostrich,Female,Peppy,Play,pinky,K.K. Condor,Cute,Active,Colorful,Pink,meadow vista,oasis flooring,Flora,February,9,Aquarius,Pink is the new black.,https://dodo.ac/np/images/8/8e/Flora_NH.png,https://dodo.ac/np/images/5/53/Flora%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/04/Flora_NH_Villager_Icon.png,A,https://dodo.ac/np/images/1/13/House_of_Flora_NH.jpg,https://dodo.ac/np/images/d/db/House_of_Flora_NH_Model.png
Flurry,Hamster,Female,Normal,Nature,powderpuff,Hypno K.K.,Elegant,Cute,Red,Pink,beige blossoming wall,arabesque flooring,Flurry,January,30,Aquarius,"Squeak your mind, even if your voice shakes.",https://dodo.ac/np/images/0/03/Flurry_NH.png,https://dodo.ac/np/images/c/ca/Flurry%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c7/Flurry_NH_Villager_Icon.png,A,https://dodo.ac/np/images/5/57/House_of_Flurry_NH.jpg,https://dodo.ac/np/images/7/7e/House_of_Flurry_NH_Model.png
Francine,Rabbit,Female,Snooty,Fashion,karat,K.K. Cruisin',Elegant,Gorgeous,Blue,Black,cute blue wall,blue dot flooring,Francine,January,22,Aquarius,You can't have wise folks if you don't have fools too.,https://dodo.ac/np/images/3/34/Francine_NH.png,https://dodo.ac/np/images/9/90/Francine%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/1c/Francine_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/06/House_of_Francine_NH.jpg,https://dodo.ac/np/images/7/7c/House_of_Francine_NH_Model.png
Frank,Eagle,Male,Cranky,Education,crushy,K.K. Casbah,Gorgeous,Cool,Brown,Yellow,gray shanty wall,boxing-ring mat,Frank,July,30,Leo,Today is the last day of the rest of your life.,https://dodo.ac/np/images/7/75/Frank_NH.png,https://dodo.ac/np/images/e/ed/Frank%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/0e/Frank_NH_Villager_Icon.png,B,https://dodo.ac/np/images/1/1a/House_of_Frank_NH.jpg,https://dodo.ac/np/images/7/7b/House_of_Frank_NH_Model.png
Freckles,Duck,Female,Peppy,Fashion,ducky,Marine Song 2001,Simple,Cute,Green,Colorful,lattice wall,bamboo flooring,Freckles,February,19,Pisces,Act now before you change your mind!,https://dodo.ac/np/images/7/7d/Freckles_NH.png,https://dodo.ac/np/images/2/29/Freckles%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/75/Freckles_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/0d/House_of_Freckles_NH.jpg,https://dodo.ac/np/images/c/c4/House_of_Freckles_NH_Model.png
Freya,Wolf,Female,Snooty,Fashion,uff da,Lucky K.K.,Elegant,Cool,Green,Blue,heavy-curtain wall,rose flooring,Freya,December,14,Sagittarius,Don't stray too far from the pack.,https://dodo.ac/np/images/e/ee/Freya_NH.png,https://dodo.ac/np/images/f/fd/Freya%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/29/Freya_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/09/House_of_Freya_NH.jpg,https://dodo.ac/np/images/4/44/House_of_Freya_NH_Model.png
Friga,Penguin,Female,Snooty,Fashion,brrrmph,Farewell,Elegant,Gorgeous,Pink,Black,white subway-tile wall,stone tile,Friga,October,16,Libra,You can't learn a life lesson from a fortune cookie.,https://dodo.ac/np/images/8/8c/Friga_NH.png,https://dodo.ac/np/images/e/e7/Friga%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/3/37/Friga_NH_Villager_Icon.png,B,https://dodo.ac/np/images/f/f7/House_of_Friga_NH.jpg,https://dodo.ac/np/images/a/ac/House_of_Friga_NH_Model.png
Frita,Sheep,Female,Big Sister,Music,oh ewe,K.K. Rockabilly,Active,Cute,Yellow,Red,pink diner wall,yellow floral flooring,Frita,July,16,Cancer,Don't sweat the small potatoes.,https://dodo.ac/np/images/d/d5/Frita_NH.png,https://dodo.ac/np/images/a/ad/Frita%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/0f/Frita_NH_Villager_Icon.png,A,https://dodo.ac/np/images/e/ef/House_of_Frita_NH.jpg,https://dodo.ac/np/images/8/87/House_of_Frita_NH_Model.png
Frobert,Frog,Male,Jock,Fitness,fribbit,K.K. Ragtime,Active,Simple,Blue,Colorful,green playroom wall,green vinyl flooring,Frobert,February,8,Aquarius,Always aim high!,https://dodo.ac/np/images/3/3b/Frobert_NH.png,https://dodo.ac/np/images/2/29/Frobert%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/19/Frobert_NH_Villager_Icon.png,B,https://dodo.ac/np/images/9/98/House_of_Frobert_NH.jpg,https://dodo.ac/np/images/1/17/House_of_Frobert_NH_Model.png
Fuchsia,Deer,Female,Big Sister,Music,precious,K.K. Rock,Cool,Cool,Pink,Pink,pink shanty wall,brown floral flooring,Fuchsia,September,19,Virgo,It takes one to know one.,https://dodo.ac/np/images/6/67/Fuchsia_NH.png,https://dodo.ac/np/images/0/05/Fuchsia%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/08/Fuchsia_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/fb/House_of_Fuchsia_NH.jpg,https://dodo.ac/np/images/e/ef/House_of_Fuchsia_NH_Model.png
Gabi,Rabbit,Female,Peppy,Fashion,honeybun,Neapolitan,Cute,Gorgeous,Brown,Red,beaded-curtain wall,orange retro flooring,Gabi,December,16,Sagittarius,The more the merrier.,https://dodo.ac/np/images/8/86/Gabi_NH.png,https://dodo.ac/np/images/9/9c/Gabi%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/e9/Gabi_NH_Villager_Icon.png,B,https://dodo.ac/np/images/9/9a/House_of_Gabi_NH.jpg,https://dodo.ac/np/images/e/ef/House_of_Gabi_NH_Model.png
Gala,Pig,Female,Normal,Education,snortie,Animal City,Cute,Elegant,Pink,White,stately wall,light wood-pattern flooring,Gala,March,5,Pisces,Still waters run deep.,https://dodo.ac/np/images/e/e6/Gala_NH.png,https://dodo.ac/np/images/0/07/Gala%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f9/Gala_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/46/House_of_Gala_NH.jpg,https://dodo.ac/np/images/b/bc/House_of_Gala_NH_Model.png
Gaston,Rabbit,Male,Cranky,Education,mon chou,K.K. Song,Simple,Gorgeous,Brown,Orange,ramshackle wall,ramshackle flooring,Gaston,October,28,Scorpio,An ear for an ear makes it hard to hear.,https://dodo.ac/np/images/5/59/Gaston_NH.png,https://dodo.ac/np/images/8/88/Gaston%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/cd/Gaston_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/8b/House_of_Gaston_NH.jpg,https://dodo.ac/np/images/8/8e/House_of_Gaston_NH_Model.png
Gayle,Alligator,Female,Normal,Nature,snacky,Bubblegum K.K.,Cute,Cute,Pink,White,pink quilt wall,pine-board flooring,Gayle,May,17,Taurus,An ounce of prevention is worth a pound of cure.,https://dodo.ac/np/images/5/5e/Gayle_NH.png,https://dodo.ac/np/images/1/16/Gayle%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/20/Gayle_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/76/House_of_Gayle_NH.png,https://dodo.ac/np/images/6/60/House_of_Gayle_NH_Model.png
Genji,Rabbit,Male,Jock,Fitness,mochi,King K.K.,Elegant,Simple,Green,Purple,gold-screen wall,mossy-garden flooring,Genji,January,21,Aquarius,"Fall down seven times, get up eight.",https://dodo.ac/np/images/6/67/Genji_NH.png,https://dodo.ac/np/images/4/49/Genji%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/5d/Genji_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/b0/House_of_Genji_NH.jpg,https://dodo.ac/np/images/f/f1/House_of_Genji_NH_Model.png
Gigi,Frog,Female,Snooty,Fashion,ribbette,K.K. Swing,Gorgeous,Elegant,Black,White,purple-rose wall,purple desert-tile flooring,Gigi,August,11,Leo,Look at the world through rose-colored glasses.,https://dodo.ac/np/images/8/86/Gigi_NH.png,https://dodo.ac/np/images/c/cd/Gigi%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/10/Gigi_NH_Villager_Icon.png,B,https://dodo.ac/np/images/c/cd/House_of_Gigi_NH.jpg,https://dodo.ac/np/images/1/13/House_of_Gigi_NH_Model.png
Gladys,Ostrich,Female,Normal,Education,stretch,K.K. Folk,Elegant,Cute,Green,Pink,shoji screen,tatami,Gladys,January,15,Capricorn,Smiles are free.,https://dodo.ac/np/images/3/35/Gladys_NH.png,https://dodo.ac/np/images/5/5e/Gladys%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b3/Gladys_NH_Villager_Icon.png,B,https://dodo.ac/np/images/a/a2/House_of_Gladys_NH.jpg,https://dodo.ac/np/images/a/af/House_of_Gladys_NH_Model.png
Gloria,Duck,Female,Snooty,Fashion,quacker,Animal City,Gorgeous,Elegant,Black,Gray,café-curtain wall,sidewalk flooring,Gloria,August,12,Leo,Time is money.,https://dodo.ac/np/images/1/14/Gloria_NH.png,https://dodo.ac/np/images/1/11/Gloria%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/4d/Gloria_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/8d/House_of_Gloria_NH.jpg,https://dodo.ac/np/images/6/6f/House_of_Gloria_NH_Model.png
